"id","word","trans_word","type","createdAt","updatedAt"
6844,hỗn dịch tiêm hộp chứa 5 bút tiêm x 3ml tiêm,injection suspension box contains 5 injection pens x 3ml injection,translate,2021-10-20 11:27:56.745 +0700,2021-10-20 11:27:56.745 +0700
6853,viên nén bao phim hộp 3 vỉ 10 vỉ x 10 viên uống,film coated tablets box of 3 blisters 10 blisters x 10 oral tablets,translate,2021-10-20 11:28:04.526 +0700,2021-10-20 11:28:04.526 +0700
6919,chất lỏng dễ bay hơi dùng đường hít để gây mê 100% chai nhôm 250ml dạng hít,volatile liquid for inhalation for anesthesia 100% aluminum 250ml inhaler bottle,translate,2021-10-20 11:28:56.711 +0700,2021-10-20 11:28:56.711 +0700
6955,viên hộp 10 vỉ x 10 viên uống,box of 10 blisters x 10 oral tablets,translate,2021-10-20 11:29:22.741 +0700,2021-10-20 11:29:22.741 +0700
7050,viên nén bao phim hộp 03 vỉ vỉ 10 viên uống,"film-coated tablets, box of 3 blisters, 10 tablets",translate,2021-10-20 11:30:21.784 +0700,2021-10-20 11:30:21.784 +0700
7672,ống tiêm,syringe,translate,2021-10-20 11:41:49.826 +0700,2021-10-20 11:41:49.826 +0700
7678,viên nén phón thích kéo dài,extended release tablets,translate,2021-10-20 11:42:25.366 +0700,2021-10-20 11:42:25.366 +0700
7831,ống gói túi lọ,sachets bags and jars,translate,2021-10-20 12:08:36.640 +0700,2021-10-20 12:08:36.640 +0700
7842,hỗn dịch tiêm (sửa theo gplhsp),suspension for injection (edited by gplhsp),translate,2021-10-20 12:10:37.307 +0700,2021-10-20 12:10:37.307 +0700
7962,thuốc cốm uống,nuggets drink,translate,2021-10-20 12:37:49.562 +0700,2021-10-20 12:37:49.562 +0700
8081,viên uống (vỉ),oral tablet (blister),translate,2021-10-20 13:11:25.053 +0700,2021-10-20 13:11:25.053 +0700
8208,bột pha dung dịch tiêm/tiêm truyền tĩnh mạch,powder for solution for injection/intravenous infusion,translate,2021-10-20 13:46:49.795 +0700,2021-10-20 13:46:49.795 +0700
8363,dung dich đậm đặc để tiêm,concentrated solution for injection,translate,2021-10-20 14:07:45.565 +0700,2021-10-20 14:07:45.565 +0700
574,lit,lit,translate,2021-05-17 16:27:59.708 +0700,2021-05-17 16:27:59.708 +0700
595,thuốc bột gói,powder medicine package,translate,2021-05-20 08:36:42.699 +0700,2021-05-20 08:36:42.699 +0700
767,viên nang (đen đen),capsule (black black),translate,2021-05-20 10:11:54.349 +0700,2021-05-20 10:11:54.349 +0700
769,paste paste,paste paste,translate,2021-05-20 10:12:24.980 +0700,2021-05-20 10:12:24.980 +0700
1256,vn 7431 09,vn 7431 09,translate,2021-10-18 10:56:34.811 +0700,2021-10-18 10:56:34.811 +0700
1429,vn 0661 06,vn 0661 06,translate,2021-10-18 10:58:45.742 +0700,2021-10-18 10:58:45.742 +0700
1470,hộp x 6 bơm tiêm,box x 6 syringes,translate,2021-10-18 10:59:27.025 +0700,2021-10-18 10:59:27.025 +0700
1471,lactate 3mmol/l,lactate 3mmol / l,translate,2021-10-18 10:59:27.815 +0700,2021-10-18 10:59:27.815 +0700
1496,vn 2315 06,vn 2315 06,translate,2021-10-18 10:59:52.463 +0700,2021-10-18 10:59:52.463 +0700
1508,vn 20807 17,vn 20807 17,translate,2021-10-18 11:00:04.051 +0700,2021-10-18 11:00:04.051 +0700
1531,hộp x 3vỉ x 10viên,box x 3 blisters x 10 tablets,translate,2021-10-18 11:00:42.067 +0700,2021-10-18 11:00:42.067 +0700
1533,vn 6049 08,vn 6049 08,translate,2021-10-18 11:00:45.787 +0700,2021-10-18 11:00:45.787 +0700
1535,hộp 10 lọ,box of 10 bottles,translate,2021-10-18 11:00:45.832 +0700,2021-10-18 11:00:45.832 +0700
1558,"3/6 vỉ x 10 viên chai 100 viên","3/6 blisters x 10 tablets 100 tablets bottle",translate,2021-10-18 11:01:07.089 +0700,2021-10-18 11:01:07.089 +0700
1561,hộp 20 ống x 5ml,box of 20 tubes x 5ml,translate,2021-10-18 11:01:11.525 +0700,2021-10-18 11:01:11.525 +0700
1562,vn 21906 19,vn 21906 19,translate,2021-10-18 11:01:15.624 +0700,2021-10-18 11:01:15.624 +0700
1577,vn 17887 14,vn 17887 14,translate,2021-10-18 11:01:22.985 +0700,2021-10-18 11:01:22.985 +0700
1582,hộp 1 lọ x 60 viên,box of 1 bottle x 60 tablets,translate,2021-10-18 11:01:27.326 +0700,2021-10-18 11:01:27.326 +0700
1586,vn 19408 15,vn 19408 15,translate,2021-10-18 11:01:30.953 +0700,2021-10-18 11:01:30.953 +0700
1602,túi 2l,bag 2l,translate,2021-10-18 11:01:47.032 +0700,2021-10-18 11:01:47.032 +0700
1604,vn 8162 04,vn 8162 04,translate,2021-10-18 11:01:50.856 +0700,2021-10-18 11:01:50.856 +0700
1616,hộp 1 vỉ 3 vỉ x 21 viên,box of 1 blister 3 blisters x 21 tablets,translate,2021-10-18 11:02:01.024 +0700,2021-10-18 11:02:01.024 +0700
1623,vn3 74 18,vn3 74 18,translate,2021-10-18 11:02:12.057 +0700,2021-10-18 11:02:12.057 +0700
1666,vn 11666 10,vn 11666 10,translate,2021-10-18 11:04:39.734 +0700,2021-10-18 11:04:39.734 +0700
1668,hộp 1 tuýp 15g 30g,box of 1 tube 15g 30g,translate,2021-10-18 11:04:39.889 +0700,2021-10-18 11:04:39.889 +0700
1674,hộp 2vỉ x 10viên,box of 2 blisters x 10 tablets,translate,2021-10-18 11:04:43.876 +0700,2021-10-18 11:04:43.876 +0700
5897,hoài sơn,hoai son,translate,2021-10-18 16:00:21.241 +0700,2021-10-18 16:00:21.241 +0700
5900,hoàng liên,hoang lien,translate,2021-10-18 16:00:21.391 +0700,2021-10-18 16:00:21.391 +0700
5908,xuyên khung 400 mg,transframe 400 mg,translate,2021-10-18 16:00:22.929 +0700,2021-10-18 16:00:22.929 +0700
5969,"200 mg/10 ml","200 mg/10 ml",translate,2021-10-18 16:00:42.763 +0700,2021-10-18 16:00:42.763 +0700
5978,nicacinamid (vitamin pp) 100mg,nicacinamid (vitamin pp) 100mg,translate,2021-10-18 16:00:44.116 +0700,2021-10-18 16:00:44.116 +0700
5979,methionine,methionine,translate,2021-10-18 16:00:45.407 +0700,2021-10-18 16:00:45.407 +0700
6133,tần giao 330 mg,frequency delivery 330 mg,translate,2021-10-18 16:01:46.960 +0700,2021-10-18 16:01:46.960 +0700
6138,đại hoàng 330mg,rhubarb 330mg,translate,2021-10-18 16:01:47.062 +0700,2021-10-18 16:01:47.062 +0700
6177,cam thảo 50 mg,licorice 50 mg,translate,2021-10-18 16:02:13.547 +0700,2021-10-18 16:02:13.547 +0700
6178,đương quy 300 mg,dong quai 300 mg,translate,2021-10-18 16:02:13.647 +0700,2021-10-18 16:02:13.647 +0700
6199,ranitidin,ranitidine,translate,2021-10-18 16:02:21.036 +0700,2021-10-18 16:02:21.036 +0700
6206,vn 1133 06,vn 1133 06,translate,2021-10-18 16:02:22.373 +0700,2021-10-18 16:02:22.373 +0700
6246,bạch truật 428mg,leukoplakia 428mg,translate,2021-10-18 16:02:38.422 +0700,2021-10-18 16:02:38.422 +0700
6250,cam thảo chích mật 343mg,licorice injection 343mg,translate,2021-10-18 16:02:38.578 +0700,2021-10-18 16:02:38.578 +0700
6253,cam thảo 220mg,licorice 220mg,translate,2021-10-18 16:02:40.110 +0700,2021-10-18 16:02:40.110 +0700
6256,l lysin acetat 105mg,l lysine acetate 105mg,translate,2021-10-18 16:02:40.207 +0700,2021-10-18 16:02:40.207 +0700
6442,thuốc dùng ngoài,topical,translate,2021-10-20 11:06:38.601 +0700,2021-10-20 11:06:38.601 +0700
6448,bơm,pump,translate,2021-10-20 11:07:13.356 +0700,2021-10-20 11:07:13.356 +0700
6455,viên nén bao phim phóng thích có kiểm soát,controlled release film coated tablets,translate,2021-10-20 11:08:34.811 +0700,2021-10-20 11:08:34.811 +0700
6456,viên nén hình oval bao phim,film-coated oval tablets,translate,2021-10-20 11:08:43.148 +0700,2021-10-20 11:08:43.148 +0700
6680,viên nang mềm hộp 5 vỉ 10 vỉ x 10 viên uống,soft capsule box of 5 blisters 10 blisters x 10 oral tablets,translate,2021-10-20 11:25:05.226 +0700,2021-10-20 11:25:05.226 +0700
6748,nhũ tương tiêm truyền hộp 10 chai chai 250ml tiêm truyền,emulsion for infusion box 10 bottles 250ml bottles for infusion,translate,2021-10-20 11:26:32.784 +0700,2021-10-20 11:26:32.784 +0700
6779,viên nén bao phim hộp 10 vỉ x 10 viên uống,film coated tablets box of 10 blisters x 10 oral tablets,translate,2021-10-20 11:26:55.315 +0700,2021-10-20 11:26:55.315 +0700
6961,dạng dung dịch uống,oral solution form,translate,2021-10-20 11:29:28.096 +0700,2021-10-20 11:29:28.096 +0700
6992,dung dịch tiêm hộp 10 vỉ x 5 ống x 10ml tiêm,solution for injection box of 10 blisters x 5 ampoules x 10ml for injection,translate,2021-10-20 11:29:47.505 +0700,2021-10-20 11:29:47.505 +0700
7046,dung dịch tiêm hộp 1 vỉ x 5 ống hộp 5 vỉ x 10 ống tiêm,solution for injection box 1 blister x 5 ampoules box 5 blisters x 10 syringes,translate,2021-10-20 11:30:16.044 +0700,2021-10-20 11:30:16.044 +0700
7084,viên nén phân tán hộp 01 vỉ 02 vỉ vỉ 10 viên uống,dispersible tablets box 01 blister 02 blisters 10 tablets,translate,2021-10-20 11:30:38.673 +0700,2021-10-20 11:30:38.673 +0700
7092,viên nén bao phim hộp 10 vỉ vỉ 10 viên hộp 1 chai 200 viên 500 viên uống,film coated tablets box 10 blisters 10 tablets box 1 bottle 200 tablets 500 oral tablets,translate,2021-10-20 11:30:41.527 +0700,2021-10-20 11:30:41.527 +0700
7126,viên nén bao phim phóng thích kéo dài hộp 1 vỉ hộp 3 vỉ hộp 10 vỉ vỉ 10 viên uống,extended release film coated tablets box of 1 blister box of 3 blisters box of 10 blisters of 10 oral tablets,translate,2021-10-20 11:30:55.046 +0700,2021-10-20 11:30:55.046 +0700
7673,tube dùng ngoài,external tube,translate,2021-10-20 11:41:54.923 +0700,2021-10-20 11:41:54.923 +0700
7695,hộp 7 vỉ x 5 viên viên nén uống,box of 7 blisters x 5 oral tablets,translate,2021-10-20 11:44:46.840 +0700,2021-10-20 11:44:46.840 +0700
7703,thuốc cốm pha hỗn dịch uống,granules mixed with oral suspension,translate,2021-10-20 11:45:40.508 +0700,2021-10-20 11:45:40.508 +0700
7832,chai gói ống lọ,bottles and tubes,translate,2021-10-20 12:08:37.769 +0700,2021-10-20 12:08:37.769 +0700
7964,dung dịch nhỏ mắt nhỏ mũi,nose drops eye drops,translate,2021-10-20 12:38:55.716 +0700,2021-10-20 12:38:55.716 +0700
8082,thuốc,medicine,translate,2021-10-20 13:11:36.640 +0700,2021-10-20 13:11:36.640 +0700
8097,bột đông khô pha tiêm truyền tĩnh mạch,lyophilized powder for intravenous infusion,translate,2021-10-20 13:15:01.569 +0700,2021-10-20 13:15:01.569 +0700
8210,viên nensphongs thích chậm,nensphongs like slow,translate,2021-10-20 13:47:12.969 +0700,2021-10-20 13:47:12.969 +0700
8366,hộp 1 vỉ x 14 viên viên nén uống,box of 1 blister x 14 oral tablets,translate,2021-10-20 14:08:03.291 +0700,2021-10-20 14:08:03.291 +0700
8469,tuýp/tube,tube/tube,translate,2021-10-20 14:39:59.489 +0700,2021-10-20 14:39:59.489 +0700
8606,hộp 4 vỉ x 15 viên viên nén bao phin uống,box of 4 blisters x 15 oral film-coated tablets,translate,2021-10-20 15:09:13.779 +0700,2021-10-20 15:09:13.779 +0700
8751,mở tra mắt,open eyes,translate,2021-10-20 15:28:12.881 +0700,2021-10-20 15:28:12.881 +0700
8765,thuốc thụt trực tràng,rectal enema,translate,2021-10-20 15:32:36.104 +0700,2021-10-20 15:32:36.104 +0700
8880,hộp 25 lọ 50ml dung dịch tiêm/ tiêm,box of 25 bottles of 50ml solution for injection/injection,translate,2021-10-20 15:57:35.084 +0700,2021-10-20 15:57:35.084 +0700
9011,hộp 1 lọ dung dịch tiêm dung dịch tiêm tiêm,"box of 1 vial of solution for injection, solution for injection",translate,2021-10-20 17:43:07.570 +0700,2021-10-20 17:43:07.570 +0700
575,hoàn,tablet,translate,2021-05-18 08:29:43.683 +0700,2021-05-18 08:29:43.683 +0700
596,dung dịch rà miệng,mouthwash solution,translate,2021-05-20 08:36:44.488 +0700,2021-05-20 08:36:44.488 +0700
597,thuốc bột,powder,translate,2021-05-20 08:36:47.168 +0700,2021-05-20 08:36:47.168 +0700
768,viên nén giải phóng hoạt chất biến đổi,modified active release tablets,translate,2021-05-20 10:12:06.172 +0700,2021-05-20 10:12:06.172 +0700
1258,tablet,tablet,translate,2021-10-18 10:56:56.197 +0700,2021-10-18 10:56:56.197 +0700
1261,vn 22312 19,vn 22312 19,translate,2021-10-18 10:56:56.256 +0700,2021-10-18 10:56:56.256 +0700
1263,hộp x 2 vỉ x 15 viên,box x 2 blisters x 15 tablets,translate,2021-10-18 10:56:56.355 +0700,2021-10-18 10:56:56.355 +0700
1473,vn 14752 12,vn 14752 12,translate,2021-10-18 10:59:35.530 +0700,2021-10-18 10:59:35.530 +0700
1475,hộp x 4 chai,box x 4 bottles,translate,2021-10-18 10:59:35.584 +0700,2021-10-18 10:59:35.584 +0700
1510,hộp x 20 viên,box x 20 tablets,translate,2021-10-18 11:00:04.101 +0700,2021-10-18 11:00:04.101 +0700
1589,hộp 7 vỉ x 3 viên,box of 7 blisters x 3 tablets,translate,2021-10-18 11:01:31.049 +0700,2021-10-18 11:01:31.049 +0700
1626,"300mg 300mg 400mg","300mg 300mg 400mg",translate,2021-10-18 11:02:16.491 +0700,2021-10-18 11:02:16.491 +0700
1653,"2 vỉ","2 blisters",translate,2021-10-18 11:02:39.404 +0700,2021-10-18 11:02:39.404 +0700
5901,hoàng liên 20mg,hoang lien 20mg,translate,2021-10-18 16:00:21.391 +0700,2021-10-18 16:00:21.391 +0700
5904,vitamin b6,vitamin b6,translate,2021-10-18 16:00:22.784 +0700,2021-10-18 16:00:22.784 +0700
6049,riboflavin 5 mg,riboflavin 5 mg,translate,2021-10-18 16:01:08.570 +0700,2021-10-18 16:01:08.570 +0700
6050,siro vỏ quýt,tangerine peel syrup,translate,2021-10-18 16:01:08.616 +0700,2021-10-18 16:01:08.616 +0700
6051,calci (dưới dạng calci glycerophosphat),calcium (as calcium glycerophosphate),translate,2021-10-18 16:01:08.651 +0700,2021-10-18 16:01:08.651 +0700
6120,thiamin hydroclorid,thiamine hydrochloride,translate,2021-10-18 16:01:38.497 +0700,2021-10-18 16:01:38.497 +0700
6121,đương quy 2g,dong quai 2g,translate,2021-10-18 16:01:38.593 +0700,2021-10-18 16:01:38.593 +0700
6123,"100mg 25mg 2500iu 20mg 5mg","100mg 25mg 2500iu 20mg 5mg",translate,2021-10-18 16:01:38.661 +0700,2021-10-18 16:01:38.661 +0700
6135,phòng phong 375mg,room 375mg,translate,2021-10-18 16:01:46.962 +0700,2021-10-18 16:01:46.962 +0700
6137,ngưu tất 330 mg,oxen socks 330 mg,translate,2021-10-18 16:01:47.056 +0700,2021-10-18 16:01:47.056 +0700
6148,huyền sâm 120 mg,profound ginseng 120 mg,translate,2021-10-18 16:01:49.367 +0700,2021-10-18 16:01:49.367 +0700
6293,clorpheniramin maleat,chlorpheniramin maleate,translate,2021-10-18 16:02:51.098 +0700,2021-10-18 16:02:51.098 +0700
6294,"520 580 300 2700 5","520 580 300 2700 5",translate,2021-10-18 16:02:51.138 +0700,2021-10-18 16:02:51.138 +0700
6443,kem bôi ngoài da,skin cream,translate,2021-10-20 11:06:40.525 +0700,2021-10-20 11:06:40.525 +0700
6466,hỗn dịch xịt qua bình định liều xịt áp,spray suspension through a pressurized dosimeter,translate,2021-10-20 11:09:30.756 +0700,2021-10-20 11:09:30.756 +0700
6687,dung dịch tiêm truyền túi polyolefine (freeflex) 500ml thùng 20 túi polyolefine (freeflex) 500ml tiêm truyền,solution for infusion polyolefine (freeflex) 500ml bag 20 bags polyolefine (freeflex) 500ml for infusion,translate,2021-10-20 11:25:16.773 +0700,2021-10-20 11:25:16.773 +0700
6724,nhũ tương tiêm hộp 05 ống ống 20ml tiêm truyền,emulsion for injection box of 05 ampoules 20ml for infusion,translate,2021-10-20 11:26:11.892 +0700,2021-10-20 11:26:11.892 +0700
6735,cồn xoa bóp hộp 1 lọ xịt 50ml thuốc dùng ngoài,rubbing alcohol box of 1 spray bottle of 50ml for external use,translate,2021-10-20 11:26:22.168 +0700,2021-10-20 11:26:22.168 +0700
6897,dung dịch tiêm tĩnh mạch hộp 5 ống x 5ml tiêm tĩnh mạch,solution for intravenous injection box of 5 ampoules x 5ml for intravenous injection,translate,2021-10-20 11:28:39.444 +0700,2021-10-20 11:28:39.444 +0700
6977,bột đông khô pha tiêm hộp 3 lọ + 3 ống dung môi x 10ml tiêm,"lyophilized powder for injection, box of 3 vials + 3 ampoules of solvent x 10ml for injection",translate,2021-10-20 11:29:38.155 +0700,2021-10-20 11:29:38.155 +0700
7048,bột pha tiêm hộp 01 lọ tiêm,"powder for injection, box of 01 vial for injection",translate,2021-10-20 11:30:20.562 +0700,2021-10-20 11:30:20.562 +0700
7049,hỗn dịch khí dung dùng để hít hộp 4 gói x 5 ống đơn liều 2ml hít,"aerosol suspension for inhalation, box of 4 x 5 single-dose ampoules of 2ml inhalation",translate,2021-10-20 11:30:20.821 +0700,2021-10-20 11:30:20.821 +0700
7674,lọ nhỏ mắt,eye drops,translate,2021-10-20 11:42:00.391 +0700,2021-10-20 11:42:00.391 +0700
7679,chai xịt,spray bottle,translate,2021-10-20 11:42:44.969 +0700,2021-10-20 11:42:44.969 +0700
7692,thuốc tiêm đông khô,lyophilized injections,translate,2021-10-20 11:44:38.616 +0700,2021-10-20 11:44:38.616 +0700
7833,tuýp ống lọ túi,tube tube vial bag,translate,2021-10-20 12:08:58.144 +0700,2021-10-20 12:08:58.144 +0700
7858,thuốc dạng xịt,spray medicine,translate,2021-10-20 12:13:30.547 +0700,2021-10-20 12:13:30.547 +0700
7965,gói 5g,"5g gói pack",translate,2021-10-20 12:39:24.322 +0700,2021-10-20 12:39:24.322 +0700
8083,thuốc tiêm (dạng hỗn dịch tiêm),injection (as suspension for injection),translate,2021-10-20 13:11:44.088 +0700,2021-10-20 13:11:44.088 +0700
8213,hộp 1 lọ bột đông khô,box of 1 freeze-dried powder,translate,2021-10-20 13:47:38.870 +0700,2021-10-20 13:47:38.870 +0700
8367,hộp 1 lọ 60ml dung dịch uống uống,box of 1 bottle of 60ml oral solution,translate,2021-10-20 14:08:20.150 +0700,2021-10-20 14:08:20.150 +0700
8470,can 10lit,can 10lit,translate,2021-10-20 14:40:00.827 +0700,2021-10-20 14:40:00.827 +0700
8607,uống viên nén bao phin,take a film-coated tablet,translate,2021-10-20 15:09:23.935 +0700,2021-10-20 15:09:23.935 +0700
8611,dung dịch nhỏ tai,ear drops solution,translate,2021-10-20 15:10:13.916 +0700,2021-10-20 15:10:13.916 +0700
8612,hộp 30 gói (mỗi gói 3 76g) bột pha hỗn dịch uống uống,box of 30 packs (each pack 3 76g) powder for oral suspension,translate,2021-10-20 15:10:16.509 +0700,2021-10-20 15:10:16.509 +0700
8752,viên nén bao tan trong ruột,enteric coated tablets,translate,2021-10-20 15:28:14.047 +0700,2021-10-20 15:28:14.047 +0700
8884,hộp 2 vỉ x 5 ống dung dịch tiêm tiêm,box of 2 blisters x 5 ampoules of solution for injection,translate,2021-10-20 15:57:40.897 +0700,2021-10-20 15:57:40.897 +0700
8892,hộp 20 gói bột pha dung dịch uống uống,box of 20 packets of powder for oral solution,translate,2021-10-20 15:58:02.226 +0700,2021-10-20 15:58:02.226 +0700
9012,lọ 100 viên uống,bottle of 100 pills,translate,2021-10-20 17:43:09.526 +0700,2021-10-20 17:43:09.526 +0700
598,kit (viên nén bao phim clarithromycin viên nén bao phim tinidazol viên nang cứng omeprazol),kit (clarithromycin film-coated tablets tinidazol film-coated tablets omeprazole hard capsules),translate,2021-05-20 08:37:07.802 +0700,2021-05-20 08:37:07.802 +0700
600,nguyên liệu làm thuốc,medicinal ingredients,translate,2021-05-20 08:37:13.812 +0700,2021-05-20 08:37:13.812 +0700
770,dung dịch nhỏ mắt mũi tai,"eye, nose and ear drops",translate,2021-05-20 10:12:31.548 +0700,2021-05-20 10:12:31.548 +0700
1259,dextrose khan,dextrose khan,translate,2021-10-18 10:56:56.218 +0700,2021-10-18 10:56:56.218 +0700
1260,vn 8815 04,vn 8815 04,translate,2021-10-18 10:56:56.255 +0700,2021-10-18 10:56:56.255 +0700
1301,injection,injection,translate,2021-10-18 10:57:20.931 +0700,2021-10-18 10:57:20.931 +0700
1310,lọ 500 viên,"500 tablets bottle",translate,2021-10-18 10:57:24.568 +0700,2021-10-18 10:57:24.568 +0700
1313,hộp 1 lọ 1 5g,box of 1 bottle 1 5g,translate,2021-10-18 10:57:24.675 +0700,2021-10-18 10:57:24.675 +0700
1329,vn 22238 19,vn 22238 19,translate,2021-10-18 10:57:39.212 +0700,2021-10-18 10:57:39.212 +0700
1346,hộp x 14 ống,box x 14 tubes,translate,2021-10-18 10:57:51.410 +0700,2021-10-18 10:57:51.410 +0700
1356,vn 22089 19,vn 22089 19,translate,2021-10-18 10:57:58.148 +0700,2021-10-18 10:57:58.148 +0700
1357,timolol (dưới dạngtimolol maleate) 5mg/ml,timolol (as timolol maleate) 5mg/ml,translate,2021-10-18 10:57:58.165 +0700,2021-10-18 10:57:58.165 +0700
