"id","from","to","createdAt","updatedAt"
1430,프라임모사프리드에스알정15밀리그램(모사프리드시트르산염수화물)_(15.88mg/1정),prime mosapride sr tablet 15mg (mosapride citrate hydrate)_(15.88mg/1 tablet),2021-04-19 17:09:14.710 +0700,2021-04-19 17:09:14.710 +0700
1435,제이도네정10밀리그램(도네페질염산염)_(10mg/1정),jedone tablet 10mg (donepezil hydrochloride)_(10mg/1 tablet),2021-04-19 17:09:15.985 +0700,2021-04-19 17:09:15.985 +0700
1463,코푸로민캡슐300밀리그램(테오브로민)_(0.3g/1캡슐),cofuromine capsule 300mg (theobromine)_(0.3g/1 capsule),2021-04-19 17:09:22.334 +0700,2021-04-19 17:09:22.334 +0700
1472,클리타정(클로닉신리신)(수출명:flolucinhubacin),clita tablet (cloniccin lysine) (export name: flolucinhubacin),2021-04-19 17:09:24.691 +0700,2021-04-19 17:09:24.691 +0700
1476,퍼스크린액0.12%(클로르헥시딘글루콘산염액)_(99μl/16.5ml),per screen solution 0.12% (chlorhexidine gluconate solution)_(99μl/16.5ml),2021-04-19 17:09:25.728 +0700,2021-04-19 17:09:25.728 +0700
1487,삼성서울병원에프디지주사액(2-데옥시-2-플루오로-d-글루코스(18f)액),samsung seoul hospital fdg injection solution (2-deoxy-2-fluoro-d-glucose (18f) solution),2021-04-19 17:09:28.339 +0700,2021-04-19 17:09:28.339 +0700
1488,로지스정5/160밀리그램_(1정),logis tablet 5/160mg_(1 tablet),2021-04-19 17:09:28.711 +0700,2021-04-19 17:09:28.711 +0700
1490,하메론-에스점안액0.18%(히알루론산나트륨)_(1.26mg/0.7ml),hameron-s eye drops 0.18% (sodium hyaluronate)_(1.26mg/0.7ml),2021-04-19 17:09:29.116 +0700,2021-04-19 17:09:29.116 +0700
1496,마이알주(히알루론산나트륨),myalju (sodium hyaluronate),2021-04-19 17:09:30.692 +0700,2021-04-19 17:09:30.692 +0700
1504,슬리세틴캡슐(플루옥세틴염산염)_(22.4mg/1캡슐),slycetin capsule (fluoxetine hydrochloride)_(22.4mg/1 capsule),2021-04-19 17:09:32.547 +0700,2021-04-19 17:09:32.547 +0700
1507,뉴로치옥트정(치옥트산),neurochioct tablet (chioctic acid),2021-04-19 17:09:33.414 +0700,2021-04-19 17:09:33.414 +0700
1512,아벨플러스정300/12.5밀리그램,abel plus tablets 300/12.5mg,2021-04-19 17:09:34.488 +0700,2021-04-19 17:09:34.488 +0700
1514,아리피진정15밀리그램(아리피프라졸)_(15mg/1정),aripiprazole 15mg (aripiprazole)_(15mg/1 tablet),2021-04-19 17:09:35.010 +0700,2021-04-19 17:09:35.010 +0700
1535,세키날린패취2밀리그램(툴로부테롤)_(3.2x3.2㎠/1매),sekinalin patch 2mg (tulobuterol)_(3.2x3.2㎠/1sheet),2021-04-19 17:09:39.772 +0700,2021-04-19 17:09:39.772 +0700
1539,베르텔플러스정80/12.5밀리그램_(1정),bertel plus tablets 80/12.5mg_(1 tablet),2021-04-19 17:09:40.595 +0700,2021-04-19 17:09:40.595 +0700
1546,더모타손엠엘이로션(모메타손푸로에이트)_(60mg/60g),dermothason ml lotion (mometasone furoate)_(60mg/60g),2021-04-19 17:09:42.339 +0700,2021-04-19 17:09:42.339 +0700
1552,리바후라민주_(250ml),riva fra minju_(250ml),2021-04-19 17:09:44.304 +0700,2021-04-19 17:09:44.304 +0700
1557,모티라제정(알리벤돌),motira formulation (alibendol),2021-04-19 17:09:45.630 +0700,2021-04-19 17:09:45.630 +0700
1561,토피맥스정100밀리그램(토피라메이트)_(0.1g/1정),topimax tablet 100mg (topiramate)_(0.1g/1 tablet),2021-04-19 17:09:46.555 +0700,2021-04-19 17:09:46.555 +0700
1569,동성아모롤핀네일라카(아모롤핀염산염)_(0.2787g/5ml),dongsung amorphine neilaka (amorphine hydrochloride)_(0.2787g/5ml),2021-04-19 17:09:48.257 +0700,2021-04-19 17:09:48.257 +0700
1578,신일오플록사신정(수출명:focinattab.)_(0.1g/1정),shinil ofloxa sinjeong (export name: focinattab.)_(0.1g/1 tablet),2021-04-19 17:09:50.185 +0700,2021-04-19 17:09:50.185 +0700
1584,폰티암정주1그램(세포티암염산염) (타입3),pontiac intravenous 1 gram (coptiam hydrochloride) (type 3),2021-04-19 17:09:51.834 +0700,2021-04-19 17:09:51.834 +0700
1591,히론아이점안액(히알루론산나트륨)_(5mg/5ml),hiron eye eye drop (sodium hyaluronate)_(5mg/5ml),2021-04-19 17:09:53.572 +0700,2021-04-19 17:09:53.572 +0700
1595,더모프레드크림(프레드니카르베이트)_(1.125g/450g),dermofred cream (prednicarbate)_(1.125g/450g),2021-04-19 17:09:54.589 +0700,2021-04-19 17:09:54.589 +0700
1597,케이콘틴서방정(염화칼륨)_(0.6g/1정),kcontin sustained-release tablet (potassium chloride)_(0.6g/1 tablet),2021-04-19 17:09:54.950 +0700,2021-04-19 17:09:54.950 +0700
1613,파비플루캡슐30mg(오셀타미비르인산염)_(39.4mg/1캡슐),fabflu capsule 30mg (oseltamivir phosphate)_(39.4mg/1 capsule),2021-04-19 17:09:58.789 +0700,2021-04-19 17:09:58.789 +0700
1616,피그메트정15/850밀리그램_(1정),pigmet tablet 15/850mg_(1 tablet),2021-04-19 17:09:59.511 +0700,2021-04-19 17:09:59.511 +0700
1620,프레노린200mcg분말흡입제(미분화부데소니드),prenoline 200mcg powder inhalant (undifferentiated budesonide),2021-04-19 17:10:00.692 +0700,2021-04-19 17:10:00.692 +0700
1621,보노렉스240주(이오헥솔)_(15.54g/30ml/병(pp)),bonorex 240 (iohexol)_(15.54g/30ml/bottle (pp)),2021-04-19 17:10:01.049 +0700,2021-04-19 17:10:01.049 +0700
1420,엔유린오디프스산0.2밀리그램(데스모프레신아세트산염),enurinodipic acid 0.2 milligrams (desmopressin acetate),2021-04-19 17:09:12.247 +0700,2021-04-19 17:09:12.247 +0700
1422,"애드베이트주(혈액응고인자 viii, 유전자재조합)_(250i.u/1병)","advate strain (blood coagulation factor viii, genetic recombination)_(250i.u/1 bottle)",2021-04-19 17:09:12.760 +0700,2021-04-19 17:09:12.760 +0700
1477,판토록정20밀리그램(판토프라졸나트륨세스키히드레이트),pantorok tablet 20 milligrams (pantoprazole sodium sesquihydrate),2021-04-19 17:09:25.984 +0700,2021-04-19 17:09:25.984 +0700
1481,세레니주(돼지뇌펩티드)_(2.152g/10ml),serenity (pork brain peptide)_(2.152g/10ml),2021-04-19 17:09:26.898 +0700,2021-04-19 17:09:26.898 +0700
1489,콜로스타정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),colostar tablet 5mg (rosuvastatin calcium)_(5.2mg/1 tablet),2021-04-19 17:09:28.874 +0700,2021-04-19 17:09:28.874 +0700
1491,애브서틴주400단위(이미글루세라제)_(424u/1병),"400 units of absertin (already glucerase)_(424u/bottle)",2021-04-19 17:09:29.319 +0700,2021-04-19 17:09:29.319 +0700
1493,올세파캡슐(세파클러수화물)_(0.25g/1캡슐),all sepa capsules (sefa cler hydrate)_(0.25g/1 capsule),2021-04-19 17:09:29.997 +0700,2021-04-19 17:09:29.997 +0700
1501,대웅푸루나졸정150밀리그램(플루코나졸)_(0.15g/1정),daewoong furunazol tablet 150mg (fluconazole)_(0.15g/1 tablet),2021-04-19 17:09:31.870 +0700,2021-04-19 17:09:31.870 +0700
1505,오큐카르핀점안액1%(필로카르핀염산염)(수출명:ocucarpine),ocucarpine ophthalmic solution 1% (pilocarpine hydrochloride) (export name: ocucarpine),2021-04-19 17:09:32.825 +0700,2021-04-19 17:09:32.825 +0700
1521,오구틴듀오시럽[아목시실린-클라불란산칼륨(7:1)]_(50ml),ogutin duo syrup [amoxicillin-clavulanate potassium (7:1)]_(50ml),2021-04-19 17:09:36.645 +0700,2021-04-19 17:09:36.645 +0700
1531,에이프로젠리보스타마이신주1그람(황산리보스타마이신)_(1g/1병),aprogen ribostamycin juice 1 gram (ribostamycin sulfate)_(1g/1 bottle),2021-04-19 17:09:38.821 +0700,2021-04-19 17:09:38.821 +0700
1549,"레이스타정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1), 0.4054g/1정)","race tablet_(danggui, mokwa, windproof, sokdan, ogapi, wooseul, wiryeongseon, yugye, jinkyo, cheongung, cheonma, honghwa 25% ethanol soft extract (3.5→1), 0.4054g/1 tablet)",2021-04-19 17:09:43.102 +0700,2021-04-19 17:09:43.102 +0700
1562,엘카주(엘카토닌),elkaju (elkatonin),2021-04-19 17:09:46.755 +0700,2021-04-19 17:09:46.755 +0700
1564,올메브이정20밀리그램(올메사르탄메독소밀)_(20mg/1정),all-mevee tablet 20mg (allmesartan medoxomil)_(20mg/1 tablet),2021-04-19 17:09:47.166 +0700,2021-04-19 17:09:47.166 +0700
1571,레보프록스점안액(레보플록사신수화물),levoprox eye drops (levofloxacin hydrate),2021-04-19 17:09:48.668 +0700,2021-04-19 17:09:48.668 +0700
1575,알토비스정_(1정),altobis tablet_(1 tablet),2021-04-19 17:09:49.655 +0700,2021-04-19 17:09:49.655 +0700
1589,"네오크라듀오건조시럽(아목시실린.클라불란산칼륨(7:1))_(20g,2.85g/500ml)","neokraduo dry syrup (amoxicillin, potassium clavulanate (7:1))_(20g,2.85g/500ml)",2021-04-19 17:09:53.095 +0700,2021-04-19 17:09:53.095 +0700
1594,네비로스타정5/10밀리그램_(1정),navirostar tablet 5/10mg_(1 tablet),2021-04-19 17:09:54.386 +0700,2021-04-19 17:09:54.386 +0700
1596,트로겔(메트로니다졸)_(75mg/10g),trogel (metronidazole)_(75mg/10g),2021-04-19 17:09:54.745 +0700,2021-04-19 17:09:54.745 +0700
1600,리브타신주500밀리그람(황산리보스타마이신),libutacin liquor 500 milligrams (ribostamycin sulfate),2021-04-19 17:09:55.692 +0700,2021-04-19 17:09:55.692 +0700
1607,디스텍정[애엽이소프로판올연조엑스(20→1)]_(60mg/1정),distech tablet [ayeop isopropanol soft extract (20→1)]_(60mg/1 tablet),2021-04-19 17:09:57.320 +0700,2021-04-19 17:09:57.320 +0700
1611,파타놀점안액0.1%(염산올로파타딘)_(5.55mg/5ml),patanol eye drops 0.1% (olopatadine hydrochloride)_(5.55mg/5ml),2021-04-19 17:09:58.296 +0700,2021-04-19 17:09:58.296 +0700
1614,로바스로정20밀리그램(로수바스타틴칼슘)_(20.8mg/1정),robasro tablets 20mg (rosuvastatin calcium)_(20.8mg/1 tablet),2021-04-19 17:09:58.982 +0700,2021-04-19 17:09:58.982 +0700
1421,옴니스캔주287밀리그람(가도디아마이드)_(4.305g/15ml),omni can juice 287 milligrams (gadodiamide)_(4.305g/15ml),2021-04-19 17:09:12.510 +0700,2021-04-19 17:09:12.510 +0700
1478,이파로신주(이세파마이신황산염)_(0.2g/2ml),iparosinju (isepamycin sulfate)_(0.2g/2ml),2021-04-19 17:09:26.244 +0700,2021-04-19 17:09:26.244 +0700
1483,이연피리도스티그민브롬화물주사_(5mg/1ml),bi-yeon pyridostigmine bromide injection_(5mg/1ml),2021-04-19 17:09:27.373 +0700,2021-04-19 17:09:27.373 +0700
1500,하루탐캡슐(탐스로신염산염)_(0.2mg/1캡슐),harutam capsule (tamsrosine hydrochloride)_(0.2mg/1 capsule),2021-04-19 17:09:31.625 +0700,2021-04-19 17:09:31.625 +0700
1503,슈프라펜정_(1정),suprafen tablet_(1 tablet),2021-04-19 17:09:32.394 +0700,2021-04-19 17:09:32.394 +0700
1516,피나윈정5밀리그램(피나스테리드)_(5mg/1정),pinawin tablet 5mg (finasteride)_(5mg/1 tablet),2021-04-19 17:09:35.466 +0700,2021-04-19 17:09:35.466 +0700
1522,디바코플러스정80/12.5밀리그램,divaco plus tablets 80/12.5mg,2021-04-19 17:09:36.901 +0700,2021-04-19 17:09:36.901 +0700
1525,실로스탄정(실로스타졸)_(0.1g/1정),cilostan tablet (cilostazol)_(0.1g/1 tablet),2021-04-19 17:09:37.577 +0700,2021-04-19 17:09:37.577 +0700
1527,로지나크림(부데소니드),rosena cream (budesonide),2021-04-19 17:09:37.982 +0700,2021-04-19 17:09:37.982 +0700
1529,삼성오셀타캡슐45mg(오셀타미비르인산염)_(59.1mg/1캡슐),samsung oselta capsule 45mg (oseltamivir phosphate)_(59.1mg/1 capsule),2021-04-19 17:09:38.331 +0700,2021-04-19 17:09:38.331 +0700
1532,세비프록스액(시클로피록스올아민),ceviprox liquid (cyclopyroxolamine),2021-04-19 17:09:39.111 +0700,2021-04-19 17:09:39.111 +0700
1534,소르나크림(길초산초산프레드니솔론)_(60mg/20g),sorna cream (prednisolone gilacetic acid)_(60mg/20g),2021-04-19 17:09:39.534 +0700,2021-04-19 17:09:39.534 +0700
1543,대한염화칼륨-40(포타시움크로라이드주),"korea potassium chloride-40 (potasium chloride co., ltd.)",2021-04-19 17:09:41.493 +0700,2021-04-19 17:09:41.493 +0700
1553,글리메피디드정2밀리그램(글리메피리드)_(2mg/1정),glimepide tablet 2mg (glimepiride)_(2mg/1 tablet),2021-04-19 17:09:44.520 +0700,2021-04-19 17:09:44.520 +0700
1560,올메린플러스정_(1정),all merin plus tablet_(1 tablet),2021-04-19 17:09:46.347 +0700,2021-04-19 17:09:46.347 +0700
1566,타라셋정_(1정),tarase tablet_(1 tablet),2021-04-19 17:09:47.577 +0700,2021-04-19 17:09:47.577 +0700
1572,클리어마이신정500mg(클래리트로마이신)_(0.5g/1정),clearmycin tablet 500mg (clarithromycin)_(0.5g/1 tablet),2021-04-19 17:09:48.914 +0700,2021-04-19 17:09:48.914 +0700
1574,이라코나정(이트라코나졸고체분산체)_(0.253g/1정),irakona tablet (itraconazole solid dispersion)_(0.253g/1 tablet),2021-04-19 17:09:49.384 +0700,2021-04-19 17:09:49.384 +0700
1583,뉴리탄정0.2밀리그램(데스모프레신아세트산염)_(0.2mg/1정),nuritan tablet 0.2mg (desmopressin acetate)_(0.2mg/1 tablet),2021-04-19 17:09:51.613 +0700,2021-04-19 17:09:51.613 +0700
1423,헤모트레이트비2호(탄산수소나트륨),hemotrate b no. 2 (sodium hydrogen carbonate),2021-04-19 17:09:13.167 +0700,2021-04-19 17:09:13.167 +0700
1453,한올레포스포렌주1그람(세파제돈나트륨)_(1g/1병),hanolephosphorene juice 1 gram (sepazedon sodium)_(1g/1 bottle),2021-04-19 17:09:20.076 +0700,2021-04-19 17:09:20.076 +0700
1471,텔사르정40mg(텔미사르탄)_(40mg/1정),telsar tablet 40mg (telmisartan)_(40mg/1 tablet),2021-04-19 17:09:24.510 +0700,2021-04-19 17:09:24.510 +0700
1473,오엠피에스정40밀리그램(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),omps tablet 40mg (someprazole magnesium dihydrate)_(43.38mg/1 tablet),2021-04-19 17:09:24.965 +0700,2021-04-19 17:09:24.965 +0700
1480,이연메로페넴주500밀리그램(메로페넴수화물)_(0.5g/1병),leeyeon meropenem injection 500mg (meropenem hydrate)_(0.5g/1 bottle),2021-04-19 17:09:26.656 +0700,2021-04-19 17:09:26.656 +0700
1502,네오로신캡슐(탐스로신염산염)_(0.2mg/1캡슐),neorosine capsule (tamsulosin hydrochloride)_(0.2mg/1 capsule),2021-04-19 17:09:32.141 +0700,2021-04-19 17:09:32.141 +0700
1510,이지산트정10/10밀리그램_(1정),easy sant tablet 10/10 mg_(1 tablet),2021-04-19 17:09:34.036 +0700,2021-04-19 17:09:34.036 +0700
1513,부광티모닐서방정300밀리그램(카르바마제핀)_(0.3g/1정),bugwang timonyl sustained-release tablet 300mg (carbamazepine)_(0.3g/1 tablet),2021-04-19 17:09:34.695 +0700,2021-04-19 17:09:34.695 +0700
1528,리바마인패취10(리바스티그민)_(3.4x3.0㎠/1매),rivamine patch 10 (rivastigmine)_(3.4x3.0㎠/1sheet),2021-04-19 17:09:38.144 +0700,2021-04-19 17:09:38.144 +0700
1537,바이테브정10/20밀리그램_(1정),viteb tablet 10/20mg_(1 tablet),2021-04-19 17:09:40.195 +0700,2021-04-19 17:09:40.195 +0700
1540,에톨로체50밀리그램프리필드시린지(에타너셉트)_(50mg/1관),etoloche 50mg prefilled syringe (etanercept)_(50mg/1 tube),2021-04-19 17:09:40.802 +0700,2021-04-19 17:09:40.802 +0700
1545,엔피스정_(1정),npis tablet_(1 tablet),2021-04-19 17:09:42.043 +0700,2021-04-19 17:09:42.043 +0700
1547,솔실정10밀리그램(솔리페나신숙신산염)_(10mg/1정),solsil tablet 10mg (solifenacin succinate)_(10mg/1 tablet),2021-04-19 17:09:42.559 +0700,2021-04-19 17:09:42.559 +0700
1568,테나핀크림(테르비나핀염산염)_(0.15g/15g),tenafine cream (terbinafine hydrochloride)_(0.15g/15g),2021-04-19 17:09:48.028 +0700,2021-04-19 17:09:48.028 +0700
1576,트라비스정_(1정),travis tablet_(1 tablet),2021-04-19 17:09:49.821 +0700,2021-04-19 17:09:49.821 +0700
1586,플루테롤흡입용캡슐100/50_(60캡슐),pluterol inhalation capsule 100/50_(60 capsules),2021-04-19 17:09:52.346 +0700,2021-04-19 17:09:52.346 +0700
1593,휴온스독시사이클린하이클레이트캡슐100mg,huons doxycycline high clate capsule 100mg,2021-04-19 17:09:54.181 +0700,2021-04-19 17:09:54.181 +0700
1606,목시비트점안액0.5%(목시플록사신염산염),moxy beet eye drop 0.5% (moxifloxacin hydrochloride),2021-04-19 17:09:57.049 +0700,2021-04-19 17:09:57.049 +0700
1619,동광메트폴민정500mg(메트포르민염산염)_(0.5g/1정),donggwang metformin tablet 500mg (metformin hydrochloride)_(0.5g/1 tablet),2021-04-19 17:10:00.215 +0700,2021-04-19 17:10:00.215 +0700
1424,클로다운정(클로피도그렐황산염)_(97.875mg/1정),clodown tablet (clopidogrel sulfate)_(97.875mg/1 tablet),2021-04-19 17:09:13.477 +0700,2021-04-19 17:09:13.477 +0700
1434,크로세프캡슐(세파클러수화물)_(0.25g/1캡슐),crocef capsule (sefa clar hydrate)_(0.25g/1 capsule),2021-04-19 17:09:15.724 +0700,2021-04-19 17:09:15.724 +0700
1438,아뎁틴정10밀리그램(아데포비어디피복실)_(10mg/1정),adeptin tablet 10mg (adefovir wherein)_(10mg/1 tablet),2021-04-19 17:09:16.798 +0700,2021-04-19 17:09:16.798 +0700
1443,비비셀정(비페닐디메칠디카르복실레이트),bbcell tablet (biphenyldimethyldicarboxylate),2021-04-19 17:09:17.779 +0700,2021-04-19 17:09:17.779 +0700
1447,아주디곡신주사액_(0.25mg/1ml),aju digoxin injection_(0.25mg/1ml),2021-04-19 17:09:18.747 +0700,2021-04-19 17:09:18.747 +0700
1450,큐알론점안액0.18%(히알루론산나트륨)_(0.72mg/0.4ml),qalon eye drops 0.18% (sodium hyaluronate)_(0.72mg/0.4ml),2021-04-19 17:09:19.423 +0700,2021-04-19 17:09:19.423 +0700
1455,위더스피록시캄주사액,withers piroxicam injection,2021-04-19 17:09:20.525 +0700,2021-04-19 17:09:20.525 +0700
1457,트리시놀크림0.1%(트리암시놀론아세토니드),tricinol cream 0.1% (triamcinolone acetonide),2021-04-19 17:09:20.946 +0700,2021-04-19 17:09:20.946 +0700
1459,암로살탄정5/160밀리그램_(1정),amrosaltanjeong 5/160mg_(1 tablet),2021-04-19 17:09:21.400 +0700,2021-04-19 17:09:21.400 +0700
1462,실로도정4밀리그램(실로도신)_(4mg/1정),silodo tablet 4mg (silodosin)_(4mg/1 tablet),2021-04-19 17:09:22.078 +0700,2021-04-19 17:09:22.078 +0700
1468,헤크민주,heck democracy,2021-04-19 17:09:23.707 +0700,2021-04-19 17:09:23.707 +0700
1470,크라모틴듀오건조시럽[아목시실린:클라불란산칼륨(7:1)]_(50ml),kramotin duo dry syrup [amoxicillin: potassium clavulanate (7:1)]_(50ml),2021-04-19 17:09:24.184 +0700,2021-04-19 17:09:24.184 +0700
1592,오큐메토론점안액0.1%(플루오로메톨론)(수출명:ocumetholone)_(3mg/3ml),ocumetholone ophthalmic solution 0.1% (fluorometholone) (export name: ocumetholone)_(3mg/3ml),2021-04-19 17:09:53.875 +0700,2021-04-19 17:09:53.875 +0700
1605,몬테원츄정4mg(몬테루카스트나트륨)_(4.16mg/1정),montewonchu tablet 4mg (monterukast sodium)_(4.16mg/1 tablet),2021-04-19 17:09:56.805 +0700,2021-04-19 17:09:56.805 +0700
1608,하일렌맥스점안액0.3%(히알루론산나트륨)(1회용)_(1.35mg/0.45ml),hylenmax eye drops 0.3% (sodium hyaluronate) (for single use)_(1.35mg/0.45ml),2021-04-19 17:09:57.605 +0700,2021-04-19 17:09:57.605 +0700
1426,위나프로정(이르베사르탄)_(0.15g/1정),winapro tablet (irvesartan)_(0.15g/1 tablet),2021-04-19 17:09:13.868 +0700,2021-04-19 17:09:13.868 +0700
1429,티오크라주3.2g,thiokraju 3.2g,2021-04-19 17:09:14.541 +0700,2021-04-19 17:09:14.541 +0700
1433,더마픽스로션2.5%(히드로코르티손)_(1.5g/60g),derma fix lotion 2.5% (hydrocortisone)_(1.5g/60g),2021-04-19 17:09:15.520 +0700,2021-04-19 17:09:15.520 +0700
1439,한올탈니플루메이트정_(0.37g/1정),hanol talniflumate tablet_(0.37g/1 tablet),2021-04-19 17:09:17.009 +0700,2021-04-19 17:09:17.009 +0700
1441,로빈정5mg(폴리네이트칼슘)_(5.4mg/1정),robin tablet 5mg (polynate calcium)_(5.4mg/1 tablet),2021-04-19 17:09:17.414 +0700,2021-04-19 17:09:17.414 +0700
1448,아주베셀듀.에프연질캅셀(설로덱시드)_(250lsu/1캡슐),aju vessel dew.f soft capsule (sulodexid)_(250lsu/1 capsule),2021-04-19 17:09:18.935 +0700,2021-04-19 17:09:18.935 +0700
1467,아이히알점안액(히알루론산나트륨)_(0.35mg/0.35ml),eye hyal eye drops (sodium hyaluronate)_(0.35mg/0.35ml),2021-04-19 17:09:23.466 +0700,2021-04-19 17:09:23.466 +0700
1486,레도론시럽(레보드로프로피진)_(3g/500ml),redorone syrup (levodropropizin)_(3g/500ml),2021-04-19 17:09:28.149 +0700,2021-04-19 17:09:28.149 +0700
1492,"티에이피정(티로프라미드염산염)(수출명:unikoradtabs.,alfospastabs.)_(0.1g/1정)","tap tablet (tyropramid hydrochloride) (export name: unikoradtabs., alfospastabs.)_(0.1g/1 tablet)",2021-04-19 17:09:29.629 +0700,2021-04-19 17:09:29.629 +0700
